;purchease_cat;rmw_cat;description
2297;Produits Laitiers, Lait, Oeufs;PLAT_PREPARE;PATE EN CROUTE 450G ST AZAY
2298;Épicerie Salée;EPICERIE_SUCREE;TAGLIATELLES 600G
2299;Produits Laitiers, Lait, Oeufs;EPICERIE_SALEE;BEURRE 1/2 SEL MOULIN D'OR 250G
2300;Produits Laitiers, Lait, Oeufs;EPICERIE_SUCREE;OEUFS FRAIS MOYEN X12
2301;Produits Laitiers, Lait, Oeufs;PRODUITS_LAITIERS_LAIT_OEUFS;CREME FRAICHE 30%MG 50CL
2302;Produits Laitiers, Lait, Oeufs;BOULANGERIE;RAPE LES CROISES ZIP 200G
2303;Fruits;EPICERIE_SUCREE;POMME ROUGE
2304;Boulangerie;EPICERIE_SUCREE;BAGUETTE 250G
2305;Produits Surgelés;PRODUITS_SURGELES;FEUILLETES SURG BLINI 475G
2306;Produits Laitiers, Lait, Oeufs;PRODUITS_LAITIERS_LAIT_OEUFS;BRIE DE NORMANDIE AU LAIT CRU
2307;Produits Laitiers, Lait, Oeufs;PRODUITS_LAITIERS_LAIT_OEUFS;LE CHEVROT LAIT CRU 200G
2308;Produits Laitiers, Lait, Oeufs;HYGIENE_BEAUTE;BRIQUETTE CH'TI
2309;Plats préparés;EPICERIE_SUCREE;PAELLA TRADITIONNELLE
2310;Plats préparés;EPICERIE_SUCREE;SALADE PDT HARENG 2 5KG
2311;Viande;EPICERIE_SUCREE;SAUCISSON CHEVAL
2312;Plats préparés;VIANDE;OEUF POCHE AU JAMBON 90G
2313;Plats préparés;EPICERIE_SALEE;FONDUE POIREAUX JAMBON
2314;Plats préparés;EPICERIE_SUCREE;SALADE PERLES OCEANES
2315;Épicerie Salée;EPICERIE_SUCREE;X *HARICOTS VERTS EXF N/J 4/4
2316;Entretien;EPICERIE_SUCREE;48 DOSETTES CLASSIQUE 336G
2317;Boissons;EPICERIE_SUCREE;RHUM ARRANG CHATEL LETCHI
2318;Petit-Déjeuner;EPICERIE_SUCREE;PASTIS SIGALE 45D 1L
2319;Boissons;EPICERIE_SALEE;X BIANCO GILDO ECO+ 1L
2320;Boissons;PRODUITS_LAITIERS_LAIT_OEUFS;X *JEAN'S COLA PET 150CL
2321;Boissons;FRUITS;X *P/JUS D'ORANGE BRICK 1L
2322;Hygiène et Beauté;EPICERIE_SUCREE;DCH PETALE ORIENT MANAVA 100ML
2323;Maison;EPICERIE_SUCREE;MULTIP ALLCIG 2 SORT 12V/24V
2324;Épicerie Salée;EPICERIE_SUCREE;250G PL BEUR DS PR
2325;Viande;BOISSONS;36 DOS ARABICA CRF
2326;Epicerie Sucrée;PRODUITS_LAITIERS_LAIT_OEUFS;4X90G TIRAM CRF
2327;Produits Laitiers, Lait, Oeufs;BOISSONS;Persil ciselé surgelé
2328;Boulangerie;VIANDE;BAGUETTE CARREFOUR
2329;Entretien;BOISSONS;CIABATTA 250G
2330;Produits Laitiers, Lait, Oeufs;LEGUMES;CONFIT AIL
2331;Épicerie Salée;BOISSONS;MACARON PISTACHE
2332;Viande;BOISSONS;TRIANON X2
2333;Entretien;BOISSONS;OKAY COLLECT ET 12
2334;Fruits;BOISSONS;FOIRE GADGETS MENA
2335;Poissonnerie;POISSONNERIE;1/4 THON NATREL PN
2336;Poissonnerie;EPICERIE_SUCREE;125G FEUILLE CHENE
2337;Epicerie Sucrée;LEGUMES;150G MARINES AIL/C
2338;Viande;PLAT_PREPARE;180G PLATEAU ITALI
2339;Épicerie Salée;EPICERIE_SUCREE;200G CAROTTE RAPEE
2340;Produits Laitiers, Lait, Oeufs;EPICERIE_SUCREE;200G CELERI REMOUL
2341;Épicerie Salée;FRUITS;280G TOMATES SECHE
2342;Viande;VIANDE;300G SCSON AIL FUM
2343;Légumes;EPICERIE_SUCREE;300GR CHOUX ROUGES
2344;Viande;EPICERIE_SALEE;4TR JAMBON SUP AC
2345;Produits Laitiers, Lait, Oeufs;VIANDE;OEUFS PLEIN AIR
2346;Légumes;EPICERIE_SUCREE;ABV B
2347;Boulangerie;BOULANGERIE;BAGUET FOUR
2348;Légumes;EPICERIE_SUCREE;BETTERAVES ROUGES
2349;Viande;EPICERIE_SUCREE;BLANQU***VE FQC
2350;Produits Laitiers, Lait, Oeufs;EPICERIE_SUCREE;EMMENTAL RAPE CRF
2351;Produits Laitiers, Lait, Oeufs;EPICERIE_SUCREE;MOZZARELLA GALBANI
2352;Épicerie Salée;BOULANGERIE;P FEUILLETEE EPAIS
2353;Hygiène et Beauté;LEGUMES;Petits pois carottes à l'étuvée, extra-fins
2354;Epicerie Sucrée;PETIT_DEJEUNER;PAIN MIE CARREFOUR
2355;Produits Laitiers, Lait, Oeufs;EPICERIE_SUCREE;QUEUE LOTTE
2356;Epicerie Sucrée;EPICERIE_SUCREE;RECHARGE 600 CANDE
2357;Viande;EPICERIE_SUCREE;SCISS COCKTAIL CRF
2358;Boissons;BOISSONS;Bianco, boisson aromatisée blanc
2359;Boissons;BOISSONS;Eau de source
2360;Hygiène et Beauté;HYGIENE_BEAUTE;6X XTREME3 P SENSI
2361;Hygiène et Beauté;BOISSONS;X72 LINGET EAU NET
2362;Boissons;BOISSONS;Bianco, boisson aromatisée blanc
2363;Boissons;BOISSONS;Eau de source
2364;Hygiène et Beauté;HYGIENE_BEAUTE;6X XTREME3 P SENSI
2365;Hygiène et Beauté;BOISSONS;X72 LINGET EAU NET
2366;Boissons;BOISSONS;Bianco, boisson aromatisée blanc
2367;Boissons;BOISSONS;Eau de source
2368;Hygiène et Beauté;HYGIENE_BEAUTE;6X XTREME3 P SENSI
2369;Hygiène et Beauté;BOISSONS;X72 LINGET EAU NET
2370;Epicerie Sucrée;EPICERIE_SALEE;Galettes aux 4 céréales
2371;Epicerie Sucrée;EPICERIE_SALEE;Galettes aux 4 céréales
2372;Viande;PLAT_PREPARE;POULET FERMIER/LICQUES L/RGE
2373;Épicerie Salée;BOISSONS;TSAUCISSCS CUCKTAIL NATURE 450G
2374;Viande;BOISSONS;LOT 2 GDS LARDONS FUMES +1 GT
2375;Viande;BOISSONS;PATE EN CROUTE 450G S/AZAY
2376;Épicerie Salée;BOISSONS;TAQLIATELLES 600G
2377;Épicerie Salée;EPICERIE_SALEE;BEURRE 1/2 SEL MOULIN OR 250G
2378;Produits Laitiers, Lait, Oeufs;BOISSONS;OEUFS FRAIS MOYEN X12
2379;Produits Laitiers, Lait, Oeufs;BOISSONS;CREME FRAICHE 30 CL
2380;Produits Laitiers, Lait, Oeufs;BOULANGERIE;RAPE LES CROISES ZIP 200G
2381;Fruits;BOISSONS;POMME ROUGE
2382;Boulangerie;BOISSONS;BAGUETTE 250G
2383;Épicerie Salée;EPICERIE_SALEE;FEUILLETES SURG BLIN 475G
2384;Produits Laitiers, Lait, Oeufs;PRODUITS_LAITIERS_LAIT_OEUFS;BRIE DE NORMANDIE AU LAIT CRU
2385;Produits Laitiers, Lait, Oeufs;PRODUITS_LAITIERS_LAIT_OEUFS;LE CHEVROT LAIT CRU 200G
2386;Produits Laitiers, Lait, Oeufs;BOISSONS;BRIQUETTE CH'TI
2387;Produits Surgelés;BOISSONS;PAELLA TRADITIONNELLE
2388;Légumes;BOISSONS;SALADE PDT HARENG 2 5KG
2389;Viande;BOISSONS;SAUCISSON CHEVAL
2390;Viande;VIANDE;OEUF POCHE AU JAMBON 90G
2391;Épicerie Salée;VIANDE;FONDUE POIREAUX JAMBON
2392;Épicerie Salée;BOISSONS;SALADE DE PERLES OCEANES
2393;Épicerie Salée;BOISSONS;X *HARICOTS VERTS EXF N/J 4/4
2394;Entretien;BOISSONS;48 DOSETTES CLASSIQUE 336G
2395;Épicerie Salée;BOISSONS;!SIR EDWARD'S 40D 70CL
2396;Viande;BOISSONS;RHUM ARRANG CHATEL LETCHI
2397;Produits Laitiers, Lait, Oeufs;BOISSONS;X PASTIS SIGALE 450 1L ECO+
2398;Épicerie Salée;BOISSONS;X BIANCO SILDO ECO+1L
2399;Boissons;BOISSONS;X *JEAN'S COLA PET 150CL
2400;Boissons;BOISSONS;X *P/JUS D' ORANGE BRICK 1L
2401;Hygiène et Beauté;BOISSONS;DCH PETALE ORIENT MANAV 100ML
2402;Entretien;BOISSONS;MULTIP ALLOIG 2 SORT 12V/24V
2403;Produits Laitiers, Lait, Oeufs;LEGUMES;1/2 EPINA HACH CRF
2404;Épicerie Salée;BOISSONS;1/2 OLIVE FARCIES
2405;Viande;BOISSONS;48X7G DOSET MOKA
2406;Épicerie Salée;BOISSONS;ABONDANCE FE
2407;Boissons;BOISSONS;ABV BLANC 1L
2408;Boulangerie;BOISSONS;BAGUETTE CAMPAGNAR
2409;Boissons;BOISSONS;EAU ST AMAND 1 5L
2410;Légumes;BOISSONS;EMINCES PC LEGUMES
2411;Viande;EPICERIE_SALEE;KG FOIE BOEUF TRX2
2412;Fruits;BOISSONS;MANGUE PIECE
2413;Produits Laitiers, Lait, Oeufs;BOISSONS;P-CROUTE COCKT APE
2414;Viande;BOISSONS;RECHARGE 600 CANDE
2415;Plats préparés;PLAT_PREPARE;1 2PAC BURGER
2416;Maison;BOISSONS;1 CYPRESS HILL
2417;Légumes;EPICERIE_SALEE;NOTOURIOS BIG
2418;Epicerie Sucrée;BOISSONS;3 MILKSHAKE
2419;Épicerie Salée;EPICERIE_SALEE;330G BOEUF BOURGUI
2420;Epicerie Sucrée;PRODUITS_LAITIERS_LAIT_OEUFS;4X90G TIRAM CRF
2421;Produits Surgelés;BOISSONS;ASSORT CHAMP CRF
2422;Boulangerie;VIANDE;BAGUETTE CARREFOUR
2423;Produits Laitiers, Lait, Oeufs;BOISSONS;BEURRE ISIGNY
2424;Viande;BOISSONS;ESCALOPE DINDE E F
2425;Viande;VIANDE;JAMBON SEC ITALIEN
2426;Produits Laitiers, Lait, Oeufs;BOISSONS;MOZZARELLA TRANCHE
2427;Épicerie Salée;BOISSONS;TAGLIATELLE CRF
2428;Boissons;BOISSONS;Bianco, boisson aromatisée blanc
2429;Boissons;BOISSONS;Eau de source
2430;Hygiène et Beauté;HYGIENE_BEAUTE;6X XTREME3 P SENSI
2431;Hygiène et Beauté;BOISSONS;X72 LINGET EAU NET
2432;Épicerie Salée;VIANDE;1/2 EPINA HACH CRF
2433;Épicerie Salée;EPICERIE_SUCREE;1/2 OLIVE FARCIES
2434;Petit-Déjeuner;EPICERIE_SUCREE;48X7G DOSET MOKA
2435;Produits Laitiers, Lait, Oeufs;EPICERIE_SUCREE;ABONDANCE FE
2436;Boissons;EPICERIE_SALEE;ABV BLANC 1L
2437;Boulangerie;EPICERIE_SUCREE;BAGUETTE CAMPAGNAR
2438;Boissons;HYGIENE_BEAUTE;EAU ST AMAND 1 5L
2439;Épicerie Salée;EPICERIE_SUCREE;EMINCES PC LEGUMES
2440;Viande;PLAT_PREPARE;KG FOIE BOEUF TRX2
2441;Fruits;EPICERIE_SUCREE;MANGUE PIECE
2442;Plats préparés;EPICERIE_SALEE;P-CROUTE COCKT APE
2443;Epicerie Sucrée;EPICERIE_SUCREE;RECHARGE 600 CANDE
2444;Boissons;BOISSONS;Bianco, boisson aromatisée blanc
2445;Boissons;BOISSONS;Eau de source
2446;Hygiène et Beauté;HYGIENE_BEAUTE;6X XTREME3 P SENSI
2447;Hygiène et Beauté;BOISSONS;X72 LINGET EAU NET
2448;Épicerie Salée;PLAT_PREPARE;330G BOEUF BOURGUI
2449;Epicerie Sucrée;PRODUITS_LAITIERS_LAIT_OEUFS;4X90G TIRAM CRF
2450;Produits Surgelés;EPICERIE_SUCREE;ASSORT CHAMP CRF
2451;Boulangerie;VIANDE;BAGUETTE CARREFOUR
2452;Produits Laitiers, Lait, Oeufs;EPICERIE_SUCREE;BEURRE ISIGNY
2453;Viande;EPICERIE_SUCREE;ESCALOPE DINDE E F
2454;Viande;VIANDE;JAMBON SEC ITALIEN
2455;Produits Laitiers, Lait, Oeufs;EPICERIE_SUCREE;MOZZARELLA TRANCHE
2456;Épicerie Salée;EPICERIE_SUCREE;TAGLIATELLE CRF
2457;Légumes;EPICERIE_SUCREE;ARTICLE(S)
2458;Boissons;BOISSONS;Bianco, boisson aromatisée blanc
2459;Boissons;BOISSONS;Eau de source
2460;Hygiène et Beauté;HYGIENE_BEAUTE;6X XTREME3 P SENSI
2461;Hygiène et Beauté;BOISSONS;X72 LINGET EAU NET
2462;Épicerie Salée;EPICERIE_SALEE;330G BOEUF BOURGUI
2463;Epicerie Sucrée;PRODUITS_LAITIERS_LAIT_OEUFS;4X90G TIRAM CRF
2464;Produits Surgelés;BOISSONS;ASSORT CHAMP CRF
2465;Boulangerie;VIANDE;BAGUETTE CARREFOUR
2466;Produits Laitiers, Lait, Oeufs;BOISSONS;BEURRE ISIGNY
2467;Viande;BOISSONS;ESCALOPE DINDE E F
2468;Viande;VIANDE;JAMBON SEC ITALIEN
2469;Produits Laitiers, Lait, Oeufs;BOISSONS;MOZZARELLA TRANCHE
2470;Épicerie Salée;BOISSONS;TAGLIATELLE CRF
2471;Légumes;BOISSONS;S*SSS***S*S*SF**SS*&SSSAS
2472;Boissons;BOISSONS;Bianco, boisson aromatisée blanc
2473;Boissons;BOISSONS;Eau de source
2474;Hygiène et Beauté;HYGIENE_BEAUTE;6X XTREME3 P SENSI
2475;Hygiène et Beauté;BOISSONS;X72 LINGET EAU NET
2476;Petit-Déjeuner;BOISSONS;48 DOS ARABICA CRF
2477;Boissons;BOISSONS;ABV BLANC 1L
2478;Boulangerie;VIANDE;BAGUETTE CARREFOUR
2479;Viande;BOISSONS;SUCRALOSE TABLETS
2480;Boissons;BOISSONS;Bianco, boisson aromatisée blanc
2481;Boissons;BOISSONS;Eau de source
2482;Hygiène et Beauté;HYGIENE_BEAUTE;6X XTREME3 P SENSI
2483;Hygiène et Beauté;BOISSONS;X72 LINGET EAU NET
2484;Boissons;BOISSONS;Bianco, boisson aromatisée blanc
2485;Boissons;BOISSONS;Eau de source
2486;Hygiène et Beauté;HYGIENE_BEAUTE;6X XTREME3 P SENSI
2487;Hygiène et Beauté;BOISSONS;X72 LINGET EAU NET
2488;Entretien;BOISSONS;Diesel 3 €
2489;Boissons;BOISSONS;Bianco, boisson aromatisée blanc
2490;Boissons;BOISSONS;Eau de source
2491;Hygiène et Beauté;HYGIENE_BEAUTE;6X XTREME3 P SENSI
2492;Hygiène et Beauté;BOISSONS;X72 LINGET EAU NET
2493;Poissonnerie;BOISSONS;POIVRON CHEVRE/THON
2494;Légumes;EPICERIE_SALEE;TRI FUNGHI
2495;Produits Laitiers, Lait, Oeufs;BOISSONS;ANCHOIS
2496;Légumes;BOULANGERIE;TOMATES MI SECHES
2497;Épicerie Salée;BOISSONS;CANNELLONI
2498;Légumes;BOISSONS;AUBERGINE FARCIE
2499;Maison;EPICERIE_SUCREE;SAC CABAS MATIERE RECYCLE
2500;Textile;HYGIENE_BEAUTE;PRO CHAUSSURE JEOPARD 1 FE
2501;Textile;EPICERIE_SUCREE;FEM LAURIS DERBY
2502;Epicerie Sucrée;EPICERIE_SALEE;AUCHAN TIRAMISU 4X80G
2503;Epicerie Sucrée;EPICERIE_SALEE;AUCHAN TIRAMISU 4X80G
2504;Boulangerie;EPICERIE_SUCREE;BAGU CAMPAGNE 250G
2505;Épicerie Salée;PRODUITS_SURGELES;AUCHAN LENTILLES G OIE 530
2506;Viande;BOULANGERIE;HERTA ALLUMETTES FUMEES 2X
2507;Viande;VIANDE;EPAULE PORC SANS OS
2508;Légumes;EPICERIE_SUCREE;PDT CONSO GROS CALIBRE VRA
2509;Textile;PRODUITS_LAITIERS_LAIT_OEUFS;BAVOIR TABLIER 2EME AGE 37
2510;Bébé;EPICERIE_SUCREE;POREE BABYCALIN LOTX3 BAVO
2511;Maison;EPICERIE_SUCREE;COUVERTURE POLAIRE 75/150C
2512;Loisirs;EPICERIE_SUCREE;IE DORS BIEN COL CLAUDINE
2513;Maison;HYGIENE_BEAUTE;IE ROMPER PRINT 1 COULEUR
2514;Maison;EPICERIE_SALEE;IE DORS BIEN LAPIN/CHATON
2515;Maison;EPICERIE_SUCREE;IE DBIEN OURS/SOURIS/ELEPH
2516;Textile;EPICERIE_SALEE;IE DOUDOUNE LIGHT CAPUCHE
2517;Textile;HYGIENE_BEAUTE;IE BODY US MC
2518;Textile;EPICERIE_SUCREE;IE X7 BODIES US ML
2519;Textile;EPICERIE_SUCREE;IE X7 BODIES US ML
2520;Hygiène et Beauté;HYGIENE_BEAUTE;IE LOT 3 BODIES US ML
2521;Textile;HYGIENE_BEAUTE;LOT 5 CHAUSSETTES 2FANT+3U
2522;Textile;HYGIENE_BEAUTE;LOT 5 CHAUSSETTES 2FANT+3U
2523;Hygiène et Beauté;PRODUITS_SURGELES;AUCHAN BROSSE A DENTS X3
2524;Légumes;BOISSONS;"M/BIO""CAROTTE 1 KG"
2525;Fruits;BOISSONS;"ORANGE""T""2KG MONOP"
2526;Légumes;BOISSONS;TOMATE GRAPPE
2527;Boulangerie;BOISSONS;BOULE BLANCHE 400G
2528;Fruits;BOISSONS;CITRON JAUNE
2529;Produits Laitiers, Lait, Oeufs;PRODUITS_LAITIERS_LAIT_OEUFS;MONOP MOZZA 125G
2530;Produits Laitiers, Lait, Oeufs;PRODUITS_LAITIERS_LAIT_OEUFS;SLA PERLE DE LAIT
2531;Légumes;BOISSONS;SUCRINE BQT 3 PIEC
2532;Produits Laitiers, Lait, Oeufs;BOISSONS;V Q R P 8 170G
2533;Viande;BOISSONS;2 TR JAMBON BIO AC
2534;Boulangerie;BOULANGERIE;PAIN SPEC CAMPAGNE
2535;Légumes;BOISSONS;"M/BIO""COURGETTE 1K"
2536;Fruits;BOISSONS;"BIO"" 4 POIRES"
2537;Epicerie Sucrée;HYGIENE_BEAUTE;1L SPE CAMPAGN LEN
2538;Viande;PLAT_PREPARE;BOEUF PRX ROND 6E
2539;Boulangerie;HYGIENE_BEAUTE;LA CHAMPETRE 950G
2540;Bébé;PETIT_DEJEUNER;PANTS PLUS NIGHT M
2541;Petit-Déjeuner;BOISSONS;48 DOS ARABICA CRF
2542;Produits Laitiers, Lait, Oeufs;VIANDE;OEUFS PLEIN AIR
2543;Boissons;BOISSONS;ABV BLANC 1L
2544;Boulangerie;VIANDE;BAGUETTE CARREFOUR
2545;Epicerie Sucrée;BOISSONS;SUCRALOSE TABLETS
2546;Maison;BOISSONS;24646499 LEMON CHAISE PLIANTE
2547;Maison;BOISSONS;24646499 LEMON CHAISE PLIANTE
2548;Épicerie Salée;EPICERIE_SUCREE;1/2 OLIVE FARCIES
2549;Épicerie Salée;EPICERIE_SUCREE;4/4 HARICOT VERT
2550;Produits Laitiers, Lait, Oeufs;VIANDE;OEUFS PLEIN AIR
2551;Hygiène et Beauté;HYGIENE_BEAUTE;6X XTREME3 P SENSI
2552;Boulangerie;VIANDE;BAGUETTE CARREFOUR
2553;Poissonnerie;EPICERIE_SUCREE;MOULES MARINES CRF
2554;Viande;EPICERIE_SUCREE;ROTI*** VB CRF
2555;Epicerie Sucrée;HYGIENE_BEAUTE;1L SPE CAMPAGN LEN
2556;Viande;PLAT_PREPARE;BOEUF PRX ROND 6E
2557;Boulangerie;HYGIENE_BEAUTE;LA CHAMPETRE 950G
2558;Bébé;PETIT_DEJEUNER;PANTS PLUS NIGHT M
2559;Fruits;BOISSONS;CLEMENTINE FEUILLE
2560;Entretien;HYGIENE_BEAUTE;1 Art x 2 50
2561;Fruits;BOISSONS;BANANE
2562;Entretien;HYGIENE_BEAUTE;1 Art x 1 35
2563;Légumes;BOISSONS;CAROTTE
2564;Légumes;BOISSONS;PDT CELTIAN
2565;Fruits;BOISSONS;CITRON
2566;Entretien;HYGIENE_BEAUTE;1 Art x 1 20
2567;Boissons;BOISSONS;Bianco, boisson aromatisée blanc
2568;Boissons;BOISSONS;Eau de source
2569;Hygiène et Beauté;HYGIENE_BEAUTE;6X XTREME3 P SENSI
2570;Hygiène et Beauté;BOISSONS;X72 LINGET EAU NET
2571;Épicerie Salée;EPICERIE_SALEE;330G BOEUF BOURGUI
2572;Epicerie Sucrée;PRODUITS_LAITIERS_LAIT_OEUFS;4X90G TIRAM CRF
2573;Légumes;BOISSONS;ASSORT CHAMP CRF
2574;Boulangerie;VIANDE;BAGUETTE CARREFOUR
2575;Produits Laitiers, Lait, Oeufs;BOISSONS;BEURRE ISIGNY
2576;Viande;BOISSONS;ESCALOPE DINDE E F
2577;Viande;VIANDE;JAMBON SEC ITALIEN
2578;Produits Laitiers, Lait, Oeufs;BOISSONS;MOZZARELLA TRANCHE
2579;Épicerie Salée;BOISSONS;TAGLIATELLE CRF
2580;Produits Laitiers, Lait, Oeufs;PRODUITS_LAITIERS_LAIT_OEUFS;250G PL BEUR DS PR
2581;Petit-Déjeuner;EPICERIE_SUCREE;36 DOS ARABICA CRF
2582;Epicerie Sucrée;PRODUITS_LAITIERS_LAIT_OEUFS;4X90G TIRAM CRF
2583;Légumes;EPICERIE_SUCREE;50G PERSIL DAREGAL
2584;Boulangerie;VIANDE;BAGUETTE CARREFOUR
2585;Boulangerie;EPICERIE_SUCREE;CIABATTA 250G
2586;Épicerie Salée;LEGUMES;CONFIT AIL
2587;Epicerie Sucrée;EPICERIE_SUCREE;MACARON PISTACHE
2588;Epicerie Sucrée;EPICERIE_SUCREE;TRIANON X2
2589;Entretien;BOULANGERIE;OKAY COLLECT ET 12
2590;Maison;EPICERIE_SUCREE;FOIRE GADGETS MENA
2591;Epicerie Sucrée;BOISSONS;POULAIN NR EXTRA 4X1
2592;Épicerie Salée;LEGUMES;HARICOT VERT E FIN D
2593;Épicerie Salée;LEGUMES;HARICOT VERT E FIN D
2594;Boissons;PETIT_DEJEUNER;COCA COLA ZERO PET 1
2595;Poissonnerie;POISSONNERIE;FILET DE MERLU BLC M
2596;Boulangerie;BOISSONS;AM SAND COMPELT SS A
2597;Viande;BOISSONS;ESCALOPE DINDE X1 CE
2598;Viande;BOISSONS;ESCALOPE DINDE X1 CE
2599;Entretien;BOISSONS;SAC
2600;Boissons;BOISSONS;Bianco, boisson aromatisée blanc
2601;Boissons;BOISSONS;Eau de source
2602;Hygiène et Beauté;HYGIENE_BEAUTE;6X XTREME3 P SENSI
2603;Hygiène et Beauté;BOISSONS;X72 LINGET EAU NET
2604;Epicerie Sucrée;BOISSONS;200G TOMME NOIRE
2605;Légumes;BOISSONS;FILET CARRELET
2606;Boissons;BOISSONS;MASCARPONE GORGONZ
2607;Boulangerie;BOULANGERIE;PAIN 400GR
2608;Epicerie Sucrée;BOISSONS;SCE BEURRE CITRON
2609;Hygiène et Beauté;BOISSONS;500ML BDB EXPERT P
2610;Boissons;EPICERIE_SUCREE;1L PASTIS MARSEILL
2611;Boissons;EPICERIE_SALEE;ABV BLANC 1L
2612;Boulangerie;VIANDE;BAGUETTE CARREFOUR
2613;Poissonnerie;POISSONNERIE;DOS CABILLAUD BQ
2614;Viande;EPICERIE_SUCREE;PATE EN CROUTE
2615;Viande;PLAT_PREPARE;POULET FEMIER JAUN
2616;Viande;FRUITS;SAUCISSE SECHE CBE
2617;Boissons;BOISSONS;Bianco, boisson aromatisée blanc
2618;Boissons;BOISSONS;Eau de source
2619;Hygiène et Beauté;HYGIENE_BEAUTE;6X XTREME3 P SENSI
2620;Hygiène et Beauté;BOISSONS;X72 LINGET EAU NET
2621;Boissons;EPICERIE_SUCREE;BOUTEILLE 33CL J
2622;Produits Laitiers, Lait, Oeufs;PRODUITS_LAITIERS_LAIT_OEUFS;PICK UP LAIT X
2623;Boissons;BOISSONS;Bianco, boisson aromatisée blanc
2624;Boissons;BOISSONS;Eau de source
2625;Hygiène et Beauté;HYGIENE_BEAUTE;6X XTREME3 P SENSI
2626;Hygiène et Beauté;BOISSONS;X72 LINGET EAU NET
2627;Epicerie Sucrée;EPICERIE_SALEE;Galettes aux 4 céréales
2628;Epicerie Sucrée;EPICERIE_SALEE;Galettes aux 4 céréales
2629;Boissons;BOISSONS;Bianco, boisson aromatisée blanc
2630;Boissons;BOISSONS;Eau de source
2631;Hygiène et Beauté;HYGIENE_BEAUTE;6X XTREME3 P SENSI
2632;Hygiène et Beauté;BOISSONS;X72 LINGET EAU NET
2633;Produits Laitiers, Lait, Oeufs;BOISSONS;1/2 ECREME UHT BIO
2634;Produits Laitiers, Lait, Oeufs;BOISSONS;1/2 ECREME UHT BIO
2635;Produits Laitiers, Lait, Oeufs;EPICERIE_SALEE;MOZZA DI LATTE GAL
2636;Produits Laitiers, Lait, Oeufs;BOISSONS;MONOP FRO FRAIS 3%
2637;Produits Laitiers, Lait, Oeufs;EPICERIE_SALEE;MONOP YRT NATUR 0%
2638;Poissonnerie;BOISSONS;120G THON BLANC
2639;Boissons;EPICERIE_SALEE;1L TROP OR S PULPE
2640;Viande;PRODUITS_LAITIERS_LAIT_OEUFS;CHIFFONNADE DE JAM
2641;Viande;VIANDE;4 TR JAMBON LE SU
2642;Produits Laitiers, Lait, Oeufs;BOISSONS;COMTE ENTREMONT FR
2643;Légumes;BOISSONS;TOMATE GRAPPE
2644;Boissons;EPICERIE_SUCREE;S PELLEGRINO 1L
2645;Boissons;FRUITS;CRF JUS D' ORANGE
2646;Produits Laitiers, Lait, Oeufs;EPICERIE_SUCREE;6 x BK SR 1L LT 1/
2647;Viande;HYGIENE_BEAUTE;JAMBON PARIS TSR
2648;Épicerie Salée;EPICERIE_SUCREE;TORTILLA PDT NATUR
2649;Bébé;EPICERIE_SUCREE;SEMOULE HIPP 8M
2650;Épicerie Salée;EPICERIE_SALEE;SCE TOMATE BASILIC
2651;Épicerie Salée;EPICERIE_SALEE;SCE TOMATE BIO
2652;Epicerie Sucrée;EPICERIE_SUCREE;Kit Fajitas
2653;Épicerie Salée;EPICERIE_SUCREE;657G KIT ENCHILADA
2654;Maison;VIANDE;SOUBRESS MINI PIQU
2655;Épicerie Salée;EPICERIE_SUCREE;190G SCE TOMATES
2656;Épicerie Salée;LEGUMES;SAUCE TOMATE CERIS
2657;Épicerie Salée;LEGUMES;2X80G SAUCE TOMAT
2658;Épicerie Salée;EPICERIE_SUCREE;SCE TOMATE MASCARP
2659;Viande;PLAT_PREPARE;FLT POULET BLANC
2660;Epicerie Sucrée;EPICERIE_SALEE;DOUX FRUITE 250G
2661;Produits Laitiers, Lait, Oeufs;PRODUITS_LAITIERS_LAIT_OEUFS;250G COMT CARREFO
2662;Produits Laitiers, Lait, Oeufs;PRODUITS_LAITIERS_LAIT_OEUFS;4X125G YRT CREM AN
2663;Produits Laitiers, Lait, Oeufs;PRODUITS_LAITIERS_LAIT_OEUFS;GAP EXTRA MOZZA TO
2664;Produits Laitiers, Lait, Oeufs;HYGIENE_BEAUTE;4X115G GERVAIS CIT
2665;Epicerie Sucrée;PRODUITS_LAITIERS_LAIT_OEUFS;2X100G TIRAMISU CI
2666;Boissons;EPICERIE_SALEE;Pur Jus de Raisin Muscadet
2667;Produits Laitiers, Lait, Oeufs;PRODUITS_LAITIERS_LAIT_OEUFS;PERLE DE LAIT VAN
2668;Produits Laitiers, Lait, Oeufs;EPICERIE_SALEE;4X125G PERLE DE LA
2669;Légumes;LEGUMES;POIVRON BICOLORE B
2670;Épicerie Salée;EPICERIE_SALEE;61G NOUILLE EXPR P
2671;Épicerie Salée;EPICERIE_SUCREE;500G MAFALDINE
2672;Produits Laitiers, Lait, Oeufs;EPICERIE_SUCREE;MOZZARELLA CRF
2673;Épicerie Salée;EPICERIE_SALEE;2X130G CHIPS SEL&V
2674;Produits Laitiers, Lait, Oeufs;EPICERIE_SALEE;CRU DES ALPES 1/8M
2675;Épicerie Salée;EPICERIE_SUCREE;500G TORTIGLIONI
2676;Viande;EPICERIE_SUCREE;120G FINE TR MORTA
2677;Fruits;FRUITS;POM FUJI MDD
2678;Fruits;EPICERIE_SUCREE;CLEMENTINE MOYENNE
